Name,Cat,SubCat,OSS,Github,Series,$$$ (M),Started,HQ,Change in 2020,Website,Description,IF ACQ
DeepNote,Modeling & Training,Notebook,,,Seed,3.8,2019,Bay Area,Raised 3.8M,https://deepnote.com/,"The notebook you’ll love to use Deepnote is a new kind of data science notebook. Jupyter-compatible with real-time collaboration and easy deployment. Oh, and it's free.",
Dockship,Modeling & Training,Pretrained models,,,,0,2019,India,,https://dockship.io/,Dockship.io is a marketplace for AI models and datasets. Publish your models on Dockship for people all over the world.,
DAGsHub,Modeling & Training,Versioning,,,Seed,3,2019,Israel,Raised 3M,https://dagshub.com/,DAGsHub is a platform for data version control and collaboration for data scientists and machine learning engineers.,
PerceptiLabs,Modeling & Training,Visual modeling,,,Seed,2,2019,Bay Area,,https://perceptilabs.readme.io/,"PerceptiLabs takes the process of building and training a machine learning model to warp speed. We not only accelerate machine learning, we advance explainability in AI ",
Plotly,Serving,App interface,,,B,19.8,2013,Canada,Raised 8.1M,https://plotly.com,Plotly is a data science and AI company that makes it easy to create and deploy interactive web apps in any programming language.,
Dash,Serving,App interface,,,Plotly,,2015,Canada,,https://plotly.com/dash/,Dash Enterprise is the end-to-end development & deployment platform for low-code AI Dash applications.,
RelicX,Serving,CI/CD,,,,0,2020,Bay Area,New,https://relicx.ai,RelicX is a venture funded startup building an AI DevOps platform that brings CX intelligence into the CI/CD pipeline to ensure software release readiness based on real user behavior and customer experience.,
OctoML,Serving,Deployment,,,A,18.9,2019,Seattle,Raised 15M,,"Optimize machine learning and deep learning models for deployment. From the creators of Apache TVM, XGBoost and Apache MxNet, OctoML brings the cutting edge of AI, Systems, programming languages, compilers and architecture to make machine learning systems easier to optimize and deploy.",
Inferrd,Serving,Deployment,,,,0,2020,NYC,New,https://inferrd.com/,"You build the model, we handle the deployment. Inferrd is the easiest, cheapest and the most performant hosting provider for ML models.",
Fritz AI,Serving,Mobile,,,A,7,2017,Boston,Raised 5M,https://www.fritz.ai/,"Fritz AI is the machine learning platform for iOS and Android developers. Teach your mobile apps to see, hear, sense, and think.",
Core ML,Serving,Mobile,,,Apple,,2017,Bay Area,,,Use Core ML to integrate machine learning models into your app. Core ML provides a unified representation for all models. ,
Xnor.ai,Serving,Model compression,,,Apple,14.6,2016,Seattle,Acquired 200M,http://xnor.ai/,Transform your business with on-device AI.,ACQ
Deeplite,Serving,Model compression,,,,0,2020,Canada,New,https://www.deeplite.ai/,"Enabling faster, smaller and more energy-efficient DNNs to run on edge devices and in the cloud",
Unravel Data,Serving,Monitoring,,,C,57.2,2013,Bay Area,,https://unraveldata.com/,Unravel provides full-stack visibility and AI-powered guidance to help you understand and optimize the performance of your data-driven applications.,"AppDynamics, New Relic, Splunk, and DataDog"
Datatron,Serving,Monitoring,,,Seed,7.8,2016,Bay Area,Raised 1.4M,https://www.datatron.com/,"Production AI Model Management at Scale. Automate the standardized deployment, monitoring, governance, and validation of all your models to be developed in any environment.",
Losswise,Serving,Monitoring,,,Mathpix,,2017,Bay Area,,https://losswise.com/,"Turn your GPUs into monitored build servers from a git push with Losswise. Interactive visualization, logs, smart notifications, and more. Start free today.",
Arthur AI,Serving,Monitoring,,,A,18.3,2018,NYC,Raised 15M,https://www.arthur.ai/,"Always-on Explainability, Bias, and Performance Monitoring for AI, ML, and analytics. Get up and running in minutes and start sleeping better at night. Dedicated. Innovative.",
Mona Labs,Serving,Monitoring,,,Seed,3.9,2018,Atlanta,Raised 3.9M,https://www.monalabs.io/,"PRODUCTION MONITORING FOR AI. With Mona, you gain complete transparency into how your data and models behave in the real world.",
Arize AI,Serving,Monitoring,,,Seed,4,2019,Bay Area,,https://arize.com/,"Arize AI is the watcher, troubleshooter and the guardrail on deployed AI",
VertaAI,Serving,Monitoring,,,A,10,2019,Bay Area,Raised 10M,https://www.verta.ai/,Verta.AI is a Palo Alto-based startup building software infrastructure to help enterprise data science and machine learning (ML) teams rapidly develop and deploy ML models.,
superwise.ai,Serving,Monitoring,,,Seed,4.5,2019,Israel,Raised 4.5M,https://superwise.ai,Monitor your AI from the moment it meets reality so you can finally trust every model,
Formant,Serving,Robotics,,,A,6,2019,Bay Area,,https://formant.io/,Deploy faster. Improve uptime. Achieve scale.,
Algorithmia,Serving,Serving,,,B,37.9,2013,Seattle,,https://algorithmia.com/,"Algorithmia makes applications smarter, by building a community around algorithm development, where state of the art algorithms are always live and accessible to anyone",
